petId,itraz_dilekce_ref_no,itraz_dilekce_konu,itraz_dilekce_sonuc,yonlendiren_birim,yonlendirme_tarihi,dilekce_referans_no,dilekce_konu,dilekce_sonuc,yonlendiren_birim_Dilekce,yonlendirme_tarihi_Dilekce
741,741,Team-oriented,Valacyclovir Hydrochloride,Avaveo,11/27/2022,84,Red-billed toucan,Aenean sit amet justo.,Aliquam erat volutpat.,5/21/2023
742,742,definition,kids cough,Tambee,10/8/2022,69,Malleefowl,Fusce consequat.,"Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",7/28/2023
743,743,Open-architected,Good Sense Childrens Pain and Fever,Centidel,5/23/2023,20,Gray rhea,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo.",Aenean auctor gravida sem.,10/11/2022
744,744,fresh-thinking,Simvastatin,Fliptune,5/22/2023,2,"Albatross, waved","Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo.",Cras non velit nec nisi vulputate nonummy.,11/13/2022
745,745,homogeneous,Lidoderm 5,Twinder,9/18/2022,91,Dama wallaby,Vivamus vestibulum sagittis sapien.,Vestibulum sed magna at nunc commodo placerat.,10/5/2022
746,746,internet solution,Thiola,DabZ,7/5/2023,65,"Robin, white-throated",Pellentesque eget nunc.,Nam tristique tortor eu pede.,11/11/2022
747,747,Universal,Therapeutic,Katz,6/26/2023,21,Dassie,In hac habitasse platea dictumst.,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla.",6/26/2023
748,748,Profit-focused,Alcohol Prep Pad,Edgewire,12/19/2022,41,Cape starling,"Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci.","Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",7/5/2023
749,749,non-volatile,KIT FOR THE PREPARATION OF TC 99M PYROPHOSPHATE,Jabbertype,5/15/2023,68,Eastern boa constrictor,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue.","Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc.",4/2/2023
750,750,ability,Reglan,Thoughtstorm,3/1/2023,25,Tree porcupine,"In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",Donec semper sapien a libero.,11/26/2022
751,751,4th generation,Egrifta,Jabbertype,6/15/2023,78,Bee-eater (unidentified),"Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.","Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla.",11/27/2022
752,752,Seamless,Rescue Pastille Lemon,Zooveo,7/6/2023,25,"Bunting, crested",Nulla nisl.,Etiam faucibus cursus urna.,3/18/2023
753,753,full-range,Striverdi Respimat,Devify,11/3/2022,44,Numbat,In quis justo.,Nam dui.,5/15/2023
754,754,multi-state,Fenofibric Acid,Gigaclub,5/18/2023,72,Southern tamandua,Vestibulum sed magna at nunc commodo placerat.,Phasellus id sapien in sapien iaculis congue.,8/16/2023
755,755,dedicated,ESIKA Perfect Match,Jayo,3/4/2023,3,Pale-throated three-toed sloth,Nulla nisl.,Praesent blandit lacinia erat.,9/20/2022
756,756,hub,CARBON DIOXIDE,Realbridge,7/7/2023,96,"Monkey, red howler",Curabitur at ipsum ac tellus semper interdum.,Ut tellus.,4/30/2023
757,757,Customer-focused,X FOLATE,Thoughtbridge,12/7/2022,66,Saddle-billed stork,Ut tellus.,Morbi non lectus.,5/22/2023
758,758,4th generation,Levetiracetam,Quatz,7/28/2023,36,"Capuchin, black-capped",Proin at turpis a pede posuere nonummy.,Nulla suscipit ligula in lacus.,5/26/2023
759,759,database,Nortriptyline Hydrochloride,Twinder,12/12/2022,11,"Crane, brolga",Morbi quis tortor id nulla ultrices aliquet.,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa.",7/15/2023
760,760,frame,DOCUSATE SODIUM,Photofeed,3/1/2023,49,"Francolin, swainson's",Pellentesque eget nunc.,Aliquam non mauris.,7/16/2023
761,761,migration,Cocklebur,Cogilith,5/3/2023,25,Black-throated butcher bird,"Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",Etiam pretium iaculis justo.,6/20/2023
762,762,Robust,LEADER ORAL ANALGESIC,Jaxworks,10/30/2022,9,"Bee-eater, nubian","Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante.",Nunc purus.,6/16/2023
763,763,Expanded,Diazepam,Rooxo,3/26/2023,60,Little brown bat,Duis mattis egestas metus.,"Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl.",9/21/2022
764,764,Centralized,Prednisone,Kare,7/12/2023,94,White-faced tree rat,Quisque porta volutpat erat.,Phasellus sit amet erat.,5/8/2023
765,765,leverage,Neomycin and Polymyxin B Sulfates and Hydrocortisone,Edgeblab,4/18/2023,33,Grant's gazelle,Nunc nisl.,Integer a nibh.,6/12/2023
766,766,Self-enabling,FRAXINUS VELUTINA POLLEN,Divavu,10/14/2022,37,"Owl, great horned","Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",Integer ac neque.,5/11/2023
767,767,throughput,Cephalexin,Fivespan,12/6/2022,100,Mountain duck,"Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",Nullam varius.,5/23/2023
768,768,Synchronised,Haddock,Twimbo,6/20/2023,56,"Cardinal, black-throated",Maecenas rhoncus aliquam lacus.,Proin eu mi.,1/31/2023
769,769,Multi-layered,Zee Pain Aid,Dynabox,8/14/2023,11,Magistrate black colobus,Suspendisse accumsan tortor quis turpis.,Curabitur in libero ut massa volutpat convallis.,4/6/2023
770,770,explicit,Mepivacaine,Cogidoo,6/19/2023,66,Brown antechinus,Nam tristique tortor eu pede.,Pellentesque eget nunc.,2/20/2023
771,771,Optional,Nortriptyline Hydrochloride,Yombu,11/4/2022,65,South American puma,Proin at turpis a pede posuere nonummy.,"Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",4/8/2023
772,772,Fundamental,CeraVe,Mynte,2/20/2023,73,"Shrike, crimson-breasted",Suspendisse potenti.,Duis ac nibh.,12/25/2022
773,773,Customizable,Certus Sting Relief Prep Pad,Jatri,7/23/2023,21,Andean goose,Proin interdum mauris non ligula pellentesque ultrices.,Sed ante.,11/12/2022
774,774,attitude,Venlafaxine,Riffpedia,5/2/2023,52,"Tenrec, tailless",Donec ut dolor.,Nullam molestie nibh in lectus.,7/8/2023
775,775,multimedia,Valsartan and Hydrochlorothiazide,Meejo,7/27/2023,44,"Butterfly, canadian tiger swallowtail",Curabitur gravida nisi at nibh.,Cras pellentesque volutpat dui.,10/18/2022
776,776,Reactive,Nitrogen,Jetpulse,1/9/2023,96,Bush dog,Nulla suscipit ligula in lacus.,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",6/21/2023
777,777,Organized,MK Povidone-Iodine Swabstick Non-Sterile,Thoughtblab,6/7/2023,63,"Baboon, gelada",Integer ac leo.,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",8/21/2023
778,778,user-facing,"Butalbital, Aspirin and Caffeine",Dynazzy,9/11/2022,10,"Peccary, white-lipped",Suspendisse ornare consequat lectus.,Morbi non lectus.,5/6/2023
779,779,Self-enabling,Preferred Plus Ibuprofen 200,Skipfire,9/12/2022,87,"Sloth, hoffman's",Suspendisse ornare consequat lectus.,Nam tristique tortor eu pede.,8/22/2023
780,780,Optimized,LOSARTAN POTASSIUM AND HYDROCHLOROTHIAZIDE,Dabvine,3/24/2023,61,"Beaver, american",Curabitur in libero ut massa volutpat convallis.,Donec vitae nisi.,10/29/2022
781,781,Integrated,Proactiv,Jazzy,2/11/2023,21,"Hornbill, southern ground",Nunc nisl.,Donec ut dolor.,5/17/2023
782,782,intermediate,Metformin Hydrochloride,Leenti,7/18/2023,22,White-necked raven,Mauris lacinia sapien quis libero.,Nulla tempus.,7/31/2023
783,783,Reverse-engineered,PROMETHAZINE DM,Trudeo,1/8/2023,90,Greater adjutant stork,Phasellus id sapien in sapien iaculis congue.,Nullam sit amet turpis elementum ligula vehicula consequat.,1/15/2023
784,784,composite,Saline Laxative,Meevee,8/7/2023,53,"Crocodile, nile",Proin at turpis a pede posuere nonummy.,Nulla facilisi.,11/22/2022
785,785,Balanced,Regional Allergies Northeastern US,Realcube,6/8/2023,10,Grey-footed squirrel,Phasellus id sapien in sapien iaculis congue.,In hac habitasse platea dictumst.,5/28/2023
786,786,throughput,Azithromycin,Wikido,5/22/2023,62,"Goat, mountain",Fusce consequat.,Maecenas rhoncus aliquam lacus.,8/15/2023
787,787,adapter,Nystatin,Gigaclub,8/27/2023,92,Alpaca,Nullam sit amet turpis elementum ligula vehicula consequat.,Phasellus sit amet erat.,5/23/2023
788,788,open system,Meloxicam,Livetube,9/5/2022,21,"Lemur, ring-tailed",Quisque porta volutpat erat.,Curabitur in libero ut massa volutpat convallis.,1/15/2023
789,789,Ergonomic,Strattera,Voolia,1/30/2023,55,African black crake,"Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",Aenean auctor gravida sem.,4/17/2023
790,790,Front-line,Primidone,Browsezoom,1/21/2023,40,Golden-mantled ground squirrel,Nulla facilisi.,Curabitur in libero ut massa volutpat convallis.,10/2/2022
791,791,3rd generation,REGENECARE HA,Plajo,12/4/2022,8,"Mouse, four-striped grass",Suspendisse accumsan tortor quis turpis.,Integer ac neque.,5/15/2023
792,792,pricing structure,Clindamycin Hydrochloride,Kazu,2/27/2023,87,"Gull, swallow-tail","Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci.",Vivamus vestibulum sagittis sapien.,6/30/2023
793,793,upward-trending,HEMORRHOIDS,Kayveo,6/29/2023,72,"Trumpeter, dark-winged",Proin eu mi.,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo.",7/22/2023
794,794,human-resource,Losartan Potassium and Hydrochlorothiazide,Oyoba,1/3/2023,16,"Glider, sugar",Phasellus sit amet erat.,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",2/13/2023
795,795,access,Isosorbide,Linktype,10/5/2022,89,Gray langur,"Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.","Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci.",9/17/2022
796,796,composite,First Aid Double Antibiotic,Kwilith,8/27/2023,1,Cape fox,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam.,"Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",5/20/2023
797,797,Operative,Shopko Antibacterial Foaming Hand Sanitizer,Dynabox,9/25/2022,46,Blesbok,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam.,Ut at dolor quis odio consequat varius.,8/13/2023
798,798,Balanced,Lavender Sap Patch,Oyonder,7/17/2023,25,Oriental white-backed vulture,Vestibulum ac est lacinia nisi venenatis tristique.,Vivamus tortor.,9/6/2022
799,799,local area network,"Pollens - Trees, Tree Mix 6",Jaloo,3/12/2023,72,"Pie, rufous tree","Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo.","Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",8/2/2023
800,800,Digitized,equaline daytime nighttime cold and flu relief,Jabbertype,11/8/2022,27,"Hornbill, yellow-billed",Aenean fermentum.,"In est risus, auctor sed, tristique in, tempus sit amet, sem.",7/9/2023
801,801,well-modulated,Montelukast Sodium,Aimbo,2/14/2023,50,Tiger cat,Integer non velit.,Etiam justo.,8/1/2023
802,802,needs-based,Loxapine,Meevee,7/13/2023,98,Darwin ground finch (unidentified),Donec vitae nisi.,Cras in purus eu magna vulputate luctus.,11/8/2022
803,803,5th generation,SoftSoap Antiseptic Hand Wash,Devpulse,12/29/2022,16,"Nutcracker, clark's",Duis bibendum.,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",11/14/2022
804,804,forecast,Fluphenazine Hydrochloride,Brainlounge,8/7/2023,63,"Quoll, eastern",Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam.,Etiam faucibus cursus urna.,7/26/2023
805,805,Streamlined,INFLAMMATIONS,Skivee,2/6/2023,27,"Polecat, african",Vestibulum sed magna at nunc commodo placerat.,In hac habitasse platea dictumst.,12/3/2022
806,806,productivity,Sinus and Allergy PE,Meedoo,2/8/2023,5,"Duck, white-faced whistling","Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci.",Duis consequat dui nec nisi volutpat eleifend.,7/5/2023
807,807,eco-centric,PURELL Advanced Hand Sanitizer Aspen Retreat,Edgepulse,10/19/2022,80,"Shelduck, common",Donec ut dolor.,Morbi a ipsum.,3/25/2023
808,808,Optional,Metoprolol Tartrate,Edgewire,1/8/2023,35,"Cat, native",Proin risus.,Sed vel enim sit amet nunc viverra dapibus.,2/4/2023
809,809,data-warehouse,Deferoxamine Mesylate,Plambee,7/27/2023,89,Sportive lemur,Sed vel enim sit amet nunc viverra dapibus.,Cras non velit nec nisi vulputate nonummy.,9/20/2022
810,810,hybrid,Zermat Invisible Splash Roll-On Antiperspirant Deodorant,Thoughtstorm,9/26/2022,99,"Kingfisher, malachite",Pellentesque viverra pede ac diam.,In hac habitasse platea dictumst.,7/20/2023
811,811,real-time,Smart Sense Nicotine,LiveZ,9/22/2022,64,Southern screamer,Nulla justo.,Morbi porttitor lorem id ligula.,12/11/2022
812,812,dedicated,Cold and Hot Medicated,Riffpedia,1/29/2023,30,"Rattlesnake, eastern diamondback",Suspendisse ornare consequat lectus.,Duis at velit eu est congue elementum.,3/29/2023
813,813,complexity,Adaptagen,Oodoo,8/23/2023,42,Zorilla,Maecenas rhoncus aliquam lacus.,Morbi a ipsum.,1/22/2023
814,814,data-warehouse,Irinotecan Hydrochloride,Browsebug,2/7/2023,83,"Alligator, mississippi",Curabitur convallis.,Nunc nisl.,5/3/2023
815,815,Advanced,Silace,Dazzlesphere,1/17/2023,98,Snake-necked turtle,Proin at turpis a pede posuere nonummy.,Pellentesque viverra pede ac diam.,7/21/2023
816,816,stable,SULFAMETHOXAZOLE AND TRIMETHOPRIM,Dablist,6/1/2023,25,Brolga crane,"Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",Vivamus vestibulum sagittis sapien.,12/8/2022
817,817,24 hour,Methocarbamol,Chatterbridge,4/17/2023,35,Coqui francolin,Integer a nibh.,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante.",11/26/2022
818,818,zero administration,Good Neighbor Pharmacy Allergy,Skyble,10/13/2022,100,Uinta ground squirrel,Duis bibendum.,Suspendisse potenti.,6/23/2023
819,819,solution-oriented,Red Oak,Skyble,11/12/2022,60,Greater kudu,Fusce posuere felis sed lacus.,Vivamus tortor.,10/4/2022
820,820,Universal,Buspirone Hydrochloride,Youspan,10/9/2022,74,"Squirrel, european red",Integer a nibh.,Duis mattis egestas metus.,9/20/2022
821,821,methodical,FRESH JUICE C,Avamm,6/11/2023,63,Mouflon,In eleifend quam a odio.,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue.",11/20/2022
822,822,service-desk,SkinTx Daily Defense,Youfeed,9/30/2022,2,Ring-tailed possum,Suspendisse accumsan tortor quis turpis.,Nullam porttitor lacus at turpis.,11/14/2022
823,823,service-desk,Digoxin,Eazzy,12/17/2022,18,Trumpeter swan,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam.,Morbi quis tortor id nulla ultrices aliquet.,12/13/2022
824,824,attitude-oriented,Perphenazine,Vipe,1/4/2023,24,Paradoxure,Cras pellentesque volutpat dui.,Donec quis orci eget orci vehicula condimentum.,1/2/2023
825,825,executive,pain relief,Eabox,3/3/2023,99,Red-breasted nuthatch,"In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",Duis at velit eu est congue elementum.,5/9/2023
826,826,Optional,Simvastatin,Roomm,12/13/2022,71,"Creeper, black-tailed tree",Nulla facilisi.,Duis bibendum.,5/27/2023
827,827,Optimized,GFS BioProtect Hand Sanitizer Aloe Vera,Divape,6/6/2023,44,Prairie falcon,Pellentesque eget nunc.,Donec ut mauris eget massa tempor convallis.,4/22/2023
828,828,User-centric,Neupro,Geba,7/22/2023,67,"Dolphin, bottle-nose","Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi.",In eleifend quam a odio.,4/27/2023
829,829,secondary,Enalapril Maleate and Hydrochlorothiazide,Fivespan,10/21/2022,28,Arctic hare,Donec quis orci eget orci vehicula condimentum.,Aliquam erat volutpat.,12/10/2022
830,830,Adaptive,GORILLA WARFARE,Flashpoint,2/11/2023,61,"Bee-eater, white-fronted",Ut at dolor quis odio consequat varius.,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam.,9/7/2022
831,831,secondary,Isopropyl Alcohol,Skyvu,11/4/2022,86,"Penguin, magellanic",Nulla ac enim.,Pellentesque at nulla.,1/7/2023
832,832,matrices,Nauzene,Miboo,7/23/2023,92,Water moccasin,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo.",Quisque id justo sit amet sapien dignissim vestibulum.,5/21/2023
833,833,Integrated,Rembrandt Canker Sore,Meetz,11/7/2022,39,"Lizard, goanna",Ut at dolor quis odio consequat varius.,Sed accumsan felis.,9/23/2022
834,834,Profound,Illuminating Daily Moisturizer,Zoombox,1/30/2023,89,Fisher,In hac habitasse platea dictumst.,Proin at turpis a pede posuere nonummy.,7/27/2023
835,835,value-added,PETER ISLAND NATURAL MINERAL SUNCREEN BROAD SPECTRUM SPF 60 Water Resistant,Tagchat,3/22/2023,27,Ringtail cat,Donec semper sapien a libero.,Quisque id justo sit amet sapien dignissim vestibulum.,12/27/2022
836,836,hybrid,Neutrogena Rapid Tone Repair,Kayveo,8/16/2023,90,"Armadillo, nine-banded",In hac habitasse platea dictumst.,Nulla mollis molestie lorem.,4/12/2023
837,837,Innovative,Nighttime Multi-Symptom Cold,Talane,9/20/2022,24,European wild cat,Aliquam non mauris.,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",3/6/2023
838,838,utilisation,montelukast sodium,Omba,4/25/2023,81,Black-fronted bulbul,Etiam faucibus cursus urna.,Cras non velit nec nisi vulputate nonummy.,3/2/2023
839,839,Stand-alone,Sucralfate,Pixoboo,9/5/2022,61,Musk ox,Nulla facilisi.,Aliquam non mauris.,6/26/2023
840,840,User-centric,Lovastatin,Roodel,2/28/2023,89,"Deer, black-tailed",Integer a nibh.,Vestibulum rutrum rutrum neque.,9/24/2022
841,841,Stand-alone,fulton street market night time cold and flu,Vinder,6/15/2023,97,"Crab, red lava",Aliquam erat volutpat.,Nulla suscipit ligula in lacus.,11/6/2022
842,842,hub,ELESTAT,Twitterwire,3/25/2023,53,"Goose, snow",Vivamus vestibulum sagittis sapien.,In hac habitasse platea dictumst.,7/26/2023
843,843,Profit-focused,EQUATE,Voomm,7/4/2023,37,Lesser flamingo,In hac habitasse platea dictumst.,Nulla nisl.,4/13/2023
844,844,disintermediate,SINGULAIR,Brainbox,1/12/2023,49,"Albatross, galapagos",Etiam faucibus cursus urna.,Integer ac neque.,10/10/2022
845,845,client-server,Suave Powder,Quire,6/1/2023,48,Tarantula,Donec posuere metus vitae ipsum.,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",12/2/2022
846,846,5th generation,Carisoprodol,Flipstorm,7/1/2023,51,Brown hyena,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla.",Donec dapibus.,6/25/2023
847,847,Multi-lateral,Trout,Oyonder,5/2/2023,93,"Possum, western pygmy",Fusce consequat.,Nulla ut erat id mauris vulputate elementum.,4/20/2023
848,848,application,Lorazepam,Realpoint,1/4/2023,57,Burmese brown mountain tortoise,"In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",Pellentesque at nulla.,4/9/2023
849,849,frame,Nisoldipine,Demivee,8/20/2023,73,Long-nosed bandicoot,Aenean auctor gravida sem.,Phasellus sit amet erat.,2/21/2023
850,850,Re-engineered,Pancreaplex,Jaxnation,8/7/2023,5,"Dove, laughing",Praesent blandit lacinia erat.,Nam tristique tortor eu pede.,7/25/2023
851,851,6th generation,cephalexin,Abatz,3/24/2023,47,Sally lightfoot crab,Proin at turpis a pede posuere nonummy.,Integer non velit.,9/13/2022
852,852,Persevering,Athletes Foot,Eidel,6/18/2023,55,Australian spiny anteater,Pellentesque eget nunc.,Maecenas ut massa quis augue luctus tincidunt.,6/21/2023
853,853,local,Propafenone Hydrochloride,Einti,5/22/2023,26,Stanley bustard,Phasellus id sapien in sapien iaculis congue.,Duis aliquam convallis nunc.,4/17/2023
854,854,5th generation,Carvedilol,Jayo,3/18/2023,65,"Squirrel, pine",In quis justo.,Mauris sit amet eros.,10/2/2022
855,855,solution,Buckwheat,Yozio,8/6/2023,52,"Squirrel, antelope ground",In hac habitasse platea dictumst.,Suspendisse ornare consequat lectus.,4/24/2023
856,856,approach,Clindacin PAC,Yozio,4/3/2023,54,"Wallaroo, common",Nulla facilisi.,Integer non velit.,7/5/2023
857,857,web-enabled,Anti Diarrheal,Twitternation,12/2/2022,63,White-browed sparrow weaver,In hac habitasse platea dictumst.,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla.",6/5/2023
858,858,Optimized,Naloxone Hydrochloride,Oyope,5/21/2023,33,"Fox, pampa gray","Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo.",Maecenas rhoncus aliquam lacus.,7/26/2023
859,859,systematic,Cover Fx Blemish Treatment Concealer G Light,Quinu,12/13/2022,36,"Otter, cape clawless",Nulla mollis molestie lorem.,"Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",3/25/2023
860,860,Right-sized,Neuro - Care,Agivu,1/27/2023,18,Brindled gnu,Donec semper sapien a libero.,Morbi ut odio.,4/26/2023
861,861,approach,ONDANSETRON,Kwimbee,10/2/2022,26,"Marshbird, brown and yellow",Aliquam quis turpis eget elit sodales scelerisque.,In eleifend quam a odio.,4/19/2023
862,862,cohesive,Nystatin and Triamcinolone Acetonide,Innojam,1/12/2023,67,Grey heron,Quisque porta volutpat erat.,In hac habitasse platea dictumst.,2/28/2023
863,863,Synergistic,ZOFRAN,Devpulse,10/30/2022,69,Osprey,Suspendisse ornare consequat lectus.,"Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue.",10/1/2022
864,864,Optional,Clonidine,Voomm,11/18/2022,82,White-throated kingfisher,Nunc rhoncus dui vel sem.,Cras in purus eu magna vulputate luctus.,10/18/2022
865,865,Assimilated,Sunmark Iodine,Mudo,5/4/2023,22,"Squirrel, nelson ground","Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi.","Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa.",1/30/2023
866,866,real-time,Perrigo Benzoyl Peroxide,Jetpulse,11/2/2022,74,Blacksmith plover,Nulla justo.,Duis at velit eu est congue elementum.,12/26/2022
867,867,hardware,Omeprazole,Cogibox,2/24/2023,50,Mocking cliffchat,Nunc rhoncus dui vel sem.,"Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci.",8/17/2023
868,868,hardware,Carvedilol,Skalith,9/1/2022,64,"Sandgrouse, yellow-throated",Duis ac nibh.,Curabitur convallis.,9/13/2022
869,869,tangible,Megestrol Acetate,Twimm,9/19/2022,20,"Colobus, magistrate black",Nulla tempus.,Vestibulum ac est lacinia nisi venenatis tristique.,7/28/2023
870,870,Public-key,GoLYTELY,Rooxo,3/17/2023,43,Arctic ground squirrel,Phasellus sit amet erat.,Duis mattis egestas metus.,2/3/2023
871,871,grid-enabled,BAC HP,Thoughtbeat,3/7/2023,95,Osprey,Morbi ut odio.,Maecenas pulvinar lobortis est.,5/2/2023
872,872,composite,Sunmark Calcium Antacid,Brainlounge,1/20/2023,99,Least chipmunk,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc.",Integer tincidunt ante vel ipsum.,8/12/2023
873,873,Diverse,ARUM TRIPHYLLUM,Youbridge,10/16/2022,62,"Ibis, sacred",Nam tristique tortor eu pede.,In sagittis dui vel nisl.,10/24/2022
874,874,Front-line,Doxepin Hydrochloride,Jamia,6/21/2023,4,"Weaver, red-billed buffalo",Aenean auctor gravida sem.,Nulla tellus.,12/28/2022
875,875,productivity,Nighttime Allergy Relief,Yoveo,5/21/2023,52,Cormorant (unidentified),Duis mattis egestas metus.,Pellentesque ultrices mattis odio.,3/18/2023
876,876,extranet,DG Health Heartburn Relief,Twitterworks,11/18/2022,19,Greater blue-eared starling,Morbi ut odio.,Maecenas tincidunt lacus at velit.,6/19/2023
877,877,structure,ChloraPrep One-Step,Browseblab,6/21/2023,34,Lesser flamingo,Sed ante.,Cras non velit nec nisi vulputate nonummy.,7/4/2023
878,878,bi-directional,PHYTOGENIC INFINITE POWDER FOUNDATION,Devify,3/21/2023,51,White-faced whistling duck,Nulla tempus.,Quisque id justo sit amet sapien dignissim vestibulum.,10/14/2022
879,879,Public-key,CaraDerma,Skivee,1/11/2023,53,"Cormorant, flightless",Maecenas ut massa quis augue luctus tincidunt.,In hac habitasse platea dictumst.,7/11/2023
880,880,static,Carboplatin,Thoughtbeat,7/30/2023,14,Common turkey,Donec quis orci eget orci vehicula condimentum.,In hac habitasse platea dictumst.,9/3/2022
881,881,leading edge,CARBIDOPA AND LEVODOPA,Dabfeed,5/20/2023,20,"Spider, wolf",Duis mattis egestas metus.,Suspendisse ornare consequat lectus.,8/12/2023
882,882,discrete,CC Fair/Light,Edgewire,2/28/2023,94,"Capuchin, weeper",Aenean lectus.,Aenean fermentum.,9/17/2022
883,883,coherent,LBEL UV DEFENSE 365,DabZ,8/18/2023,64,"Rhinoceros, white",Aliquam erat volutpat.,Cras pellentesque volutpat dui.,2/24/2023
884,884,mobile,Amantadine Hydrochloride,Cogibox,9/27/2022,16,"Lemur, brown",Duis consequat dui nec nisi volutpat eleifend.,Phasellus sit amet erat.,11/23/2022
885,885,context-sensitive,Old Spice Playmaker,Twimm,3/11/2023,27,Lily trotter,Vivamus in felis eu sapien cursus vestibulum.,In blandit ultrices enim.,8/15/2023
886,886,composite,Levetiracetam,Fliptune,7/5/2023,32,Ant (unidentified),Duis ac nibh.,Maecenas pulvinar lobortis est.,10/16/2022
887,887,Realigned,Equaline Hemorrhoidal,Bluezoom,6/26/2023,10,Common eland,Donec posuere metus vitae ipsum.,Quisque id justo sit amet sapien dignissim vestibulum.,12/21/2022
888,888,dedicated,Good Sense Severe Daytime,Realbridge,11/19/2022,42,"Colobus, white-mantled","Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci.",Aenean lectus.,3/28/2023
889,889,throughput,Norethindrone,Twinder,6/22/2023,70,"Elephant, african",Integer ac leo.,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est.,8/1/2023
